subject,target_new,domain,similarity,target_true,prediction
Le Ventre de Paris,Dutch,Arts_and_Entertainment,0.19478062,French,French
Fiat 522,Ferrari,Autos_and_Vehicles,0.5765333,Fiat,Ferrari
Renault 14,Chevrolet,Autos_and_Vehicles,0.511215,Renault,Chevrolet
Boeing 747,IBM,Autos_and_Vehicles,0.37685812,Boeing,IBM
Porsche 959,Dodge,Autos_and_Vehicles,0.36936033,Porsche,Dodge
Moskovskij Komsomolets,Chinese,Arts_and_Entertainment,0.11087195,Russian,Russian
Nokia 7270,Triumph,Computers_and_Electronics,0.17252097,Nokia,Triumph
BMW N74,Dodge,Autos_and_Vehicles,0.29753697,BMW,Dodge
Chrysler Laser,Nissan,Autos_and_Vehicles,0.3846436,Chrysler,Nissan
Chevrolet AK-Series,Porsche,Autos_and_Vehicles,0.48304784,Chevrolet,Porsche
BMW N47,Triumph,Autos_and_Vehicles,0.2717306,BMW,Triumph
Honda NSX (second generation),Triumph,Autos_and_Vehicles,0.17132367,Honda,Triumph
Nokia Asha 206,Porsche,Computers_and_Electronics,0.23368463,Nokia,Porsche
Toyota Harrier,Nokia,Autos_and_Vehicles,0.13627478,Toyota,Nokia
Masashi Kishimoto,Norway,Arts_and_Entertainment,0.2789263,Japan,Norway
Tsinghua University,Atlanta,Jobs_and_Education,0.15111479,Beijing,Atlanta
Honda NSR75,Toyota,Autos_and_Vehicles,0.35986957,Honda,Toyota
Kingdom of Dublin,Cairo,Law_and_Government,0.21843597,Dublin,Cairo
Nissan Primera P12,Sony,Autos_and_Vehicles,0.34284353,Nissan,Sony
Ferrari 599 GTB Fiorano,Bentley,Autos_and_Vehicles,0.28572857,Ferrari,Bentley
IBM RPG III,Google,Computers_and_Electronics,0.16604744,IBM,Google
Chevrolet Camaro,Honda,Autos_and_Vehicles,0.51697874,Chevrolet,Honda
Chevrolet El Camino (3rd generation),Dodge,Autos_and_Vehicles,0.2451392,Chevrolet,Dodge
BMW N52,Dodge,Autos_and_Vehicles,0.33974743,BMW,Dodge
Honda CB650SC,Nokia,Autos_and_Vehicles,0.1075085,Honda,Nokia
Apple iAd Producer,Yahoo,Computers_and_Electronics,0.25610566,Apple,Yahoo
Microsoft Surface,Sega,Computers_and_Electronics,0.19963604,Microsoft,Sega
Alexander Suvorov,London,News,0.16382912,Moscow,London
Windows 10 Mobile,Nissan,Computers_and_Electronics,0.03846457,Microsoft,Nissan
Theresa May,Paris,News,0.28181702,London,Paris
Toyota Corolla Spacio,Nissan,Autos_and_Vehicles,0.44077364,Toyota,Nissan
Fiat Viaggio,Chevrolet,Autos_and_Vehicles,0.38578975,Fiat,Chevrolet
Nissan R88C,Nintendo,Autos_and_Vehicles,0.20723772,Nissan,Nintendo
Windows Media Center,Amazon,Computers_and_Electronics,0.16852485,Microsoft,Microsoft
Windows NT,Adobe,Computers_and_Electronics,0.26466215,Microsoft,Adobe
Google Workspace,Microsoft,Computers_and_Electronics,0.25823307,Google,Microsoft
Lata Mangeshkar,Iran,Arts_and_Entertainment,0.1500172,India,Iran
Google Chrome,IBM,Computers_and_Electronics,0.14499727,Google,IBM
Fiat 10 HP,Suzuki,Autos_and_Vehicles,0.37969273,Fiat,Suzuki
Honda SFX,Ferrari,Autos_and_Vehicles,0.4538925,Honda,Ferrari
BMW M6,Dodge,Autos_and_Vehicles,0.31990138,BMW,Dodge
Renault 8,Fiat,Autos_and_Vehicles,0.49038434,Renault,Fiat
Rajneesh,Singapore,People_and_Society,0.32208467,India,Singapore
BMW IIIa,Sony,Autos_and_Vehicles,0.24072045,BMW,Sony
IBM WebSphere Process Server,Adobe,Computers_and_Electronics,0.044062894,IBM,Adobe
Porsche 944,Douglas,Autos_and_Vehicles,0.22250728,Porsche,Douglas
Fiat 2B,Jeep,Autos_and_Vehicles,0.3869689,Fiat,Jeep
Honda 70,Google,Autos_and_Vehicles,0.22174475,Honda,Google
Nissan Primera P12,BMW,Autos_and_Vehicles,0.26570627,Nissan,BMW
Nokia 6130,Honda,Computers_and_Electronics,0.13952889,Nokia,Nokia
Ferrari 360,Toyota,Autos_and_Vehicles,0.37718567,Ferrari,Toyota
Renault 5,Honda,Autos_and_Vehicles,0.5216187,Renault,Honda
HSBC Bank Australia,Sheffield,Finance,0.14994223,Sydney,Sydney
Sony,Italy,Computers_and_Electronics,0.29080927,Japan,Italy
Cadillac ATS,Toyota,Autos_and_Vehicles,0.4026333,Cadillac,Toyota
Adelaide River,Sweden,Business_and_Industrial,0.2906943,Australia,Sweden
Les Rougon-Macquart,Netherlands,Business_and_Industrial,0.19367346,France,Netherlands
BMW M3 DTM,Porsche,Autos_and_Vehicles,0.35530174,BMW,Porsche
Fiat 522,Toyota,Autos_and_Vehicles,0.43918222,Fiat,Toyota
IBM Rational ClearQuest,Nintendo,Computers_and_Electronics,0.103013806,IBM,Nintendo
Krzysztof Kieślowski,Germany,Arts_and_Entertainment,0.31032845,Poland,Germany
Fiat Brevetti,Honda,Autos_and_Vehicles,0.46234807,Fiat,Honda
IBM Unica NetInsight,Google,Computers_and_Electronics,0.16401553,IBM,Google
Nissan S30,IBM,Autos_and_Vehicles,0.23267594,Nissan,IBM
Miyagi Prefecture,India,Jobs_and_Education,0.3498143,Japan,India
Fiat Panorama,Porsche,Autos_and_Vehicles,0.42096722,Fiat,Porsche
Toyota Camry (XV50),Intel,Autos_and_Vehicles,0.18412635,Toyota,Intel
United Nations Commission on Human Rights,Glasgow,Law_and_Government,-0.0029550213,Geneva,Glasgow
Renault Clio,Nokia,Autos_and_Vehicles,0.23863712,Renault,Nokia
Review of Philosophy and Psychology,sociology,Jobs_and_Education,0.32421973,psychology,sociology
Aleksandr Solzhenitsyn,Canada,Arts_and_Entertainment,0.13403453,Russia,Canada
Budapest,Ukraine,Business_and_Industrial,0.41901103,Hungary,Ukraine
Greek Orthodox Metropolis of Boston,Chicago,People_and_Society,0.33588716,Boston,Chicago
Boeing B-29 Superfortress,IBM,Business_and_Industrial,0.29748315,Boeing,IBM
Royal Astronomical Society,Geneva,Science,0.12059152,London,Geneva
Honda NSX (second generation),Toyota,Autos_and_Vehicles,0.37039542,Honda,Toyota
Nissan Almera Tino,Honda,Autos_and_Vehicles,0.37589884,Nissan,Honda
Adam Smith,anatomy,Sports,0.14362942,economics,anatomy
Konami,Egypt,Games,0.19172026,Japan,Egypt
Adobe GoLive,Microsoft,Computers_and_Electronics,0.40697283,Adobe,Microsoft
Nokia 6700 slide,Nintendo,Computers_and_Electronics,0.15790859,Nokia,Nintendo
Honda CB1100R,Nokia,Autos_and_Vehicles,0.13231264,Honda,Nokia
Windows Embedded Compact,Amazon,Computers_and_Electronics,0.028908689,Microsoft,Amazon
1986 Austrian Grand Prix,Germany,Sports,0.28356612,Austria,Germany
The Sopranos,CBS,Arts_and_Entertainment,0.34050798,HBO,CBS
Zeitschrift fuer Psychosomatische Medizin und Psychotherapie,Spanish,Health,0.09413237,German,Spanish
Amazon Elastic Compute Cloud,Microsoft,Computers_and_Electronics,0.19094148,Amazon,Microsoft
Sony Alpha 77,Apple,Computers_and_Electronics,0.28885916,Sony,Apple
Svetlana Savitskaya,Stockholm,Arts_and_Entertainment,0.4338492,Moscow,Stockholm
L'avaro,Hungary,Arts_and_Entertainment,0.15239388,Italy,Hungary
Belgium,Norway,Business_and_Industrial,0.6468749,Belgium,Norway
Microsoft Band 2,Nissan,Computers_and_Electronics,0.16332164,Microsoft,Nissan
Nissan GTP ZX-Turbo,Nintendo,Autos_and_Vehicles,0.15556288,Nissan,Nintendo
Warangal District,Russia,Jobs_and_Education,0.25234997,India,Russia
Ferrari 400,Fiat,Autos_and_Vehicles,0.49222684,Ferrari,Fiat
Honda CB1100R,BMW,Autos_and_Vehicles,0.39176983,Honda,BMW
Microsoft Office 2010,IBM,Computers_and_Electronics,0.2748527,Microsoft,Microsoft
Dodge EV,Nissan,Autos_and_Vehicles,0.47681612,Dodge,Nissan
Nokia 6130,Chevrolet,Computers_and_Electronics,0.2289033,Nokia,Chevrolet
Boeing 717,Nissan,Business_and_Industrial,0.33633137,Boeing,Nissan
Argentina,Canada,Business_and_Industrial,0.5644965,Argentina,Canada
Maria Semyonova,France,Law_and_Government,0.18813863,Russia,France
Donkey Kong Jr.,Apple,Games,0.27260807,Nintendo,Apple
Google Play,Amazon,Internet_and_Telecom,0.30278414,Google,Amazon
Alexander Riazantsev,Birmingham,Arts_and_Entertainment,0.15077794,Moscow,Birmingham
GO Transit,Vancouver,Travel_and_Transportation,0.16988435,Toronto,Vancouver
BMW N47,Suzuki,Autos_and_Vehicles,0.44300526,BMW,Suzuki
Nokia Lumia 720,Triumph,Internet_and_Telecom,0.12648183,Nokia,Triumph
Australia,Indonesian,Jobs_and_Education,0.3878909,English,Indonesian
Toyota Sprinter Carib,Cadillac,Autos_and_Vehicles,0.42995575,Toyota,Cadillac
iPod Touch,Porsche,Computers_and_Electronics,0.21201554,Apple,Porsche
Nokia 6600 slide,Porsche,Computers_and_Electronics,0.0639504,Nokia,Porsche
Akira Kurosawa,Philippines,Arts_and_Entertainment,0.24984169,Japan,Philippines
Ascoli Piceno,Turkey,Business_and_Industrial,0.24980135,Italy,Turkey
Częstochowa,English,Jobs_and_Education,0.2759515,Polish,Polish
East Godavari district,Iran,Jobs_and_Education,0.29933292,India,Iran
Mitsubishi A6M Zero,Russia,Autos_and_Vehicles,0.17391692,Japan,Russia
Toyota AD engine,Nokia,Autos_and_Vehicles,0.18455637,Toyota,Nokia
Daisuke Matsuzaka,Italy,Arts_and_Entertainment,0.13824195,Japan,Italy
Nokia X2-02,Honda,Computers_and_Electronics,0.16615267,Nokia,Nokia
Microsoft Office 2010,Amazon,Computers_and_Electronics,0.17507029,Microsoft,Amazon
Apple iAd Producer,Microsoft,Computers_and_Electronics,0.29764664,Apple,Microsoft
Norwegian Centre for Violence and Traumatic Stress Studies,Paris,Health,0.1489376,Oslo,Paris
Microsoft Surface,Sega,Computers_and_Electronics,0.19963604,Microsoft,Sega
Adobe Flash Player,Google,Computers_and_Electronics,0.1991731,Adobe,Google
Sega Dreamcast,Apple,Computers_and_Electronics,0.30558175,Sega,Apple
Shin Hae Chul,Bangkok,Arts_and_Entertainment,0.11241366,Seoul,Bangkok
Canadian Register of Historic Places ID,Slovenia,Travel_and_Transportation,0.10198546,Canada,Slovenia
HBO Go,Sega,Arts_and_Entertainment,0.25670397,HBO,Sega
Kasuga,Sweden,Jobs_and_Education,0.33098778,Japan,Sweden
BMW N57,Triumph,Autos_and_Vehicles,0.26151177,BMW,Triumph
Apple Wireless Mouse,IBM,Computers_and_Electronics,0.119877756,Apple,IBM
Volvo 200 Series,Chrysler,Autos_and_Vehicles,0.4448413,Volvo,Chrysler
NBC Nightly News,CNN,News,0.4900077,NBC,CNN
BMW N53,Ferrari,Autos_and_Vehicles,0.49514583,BMW,Ferrari
Ferrari F40,Boeing,Autos_and_Vehicles,0.34090638,Ferrari,Boeing
Hirak Rajar Deshe,Philippines,Business_and_Industrial,0.1771029,India,Philippines
Omar Khayyám,Christianity,Arts_and_Entertainment,0.14190897,Islam,Islam
Google Earth,Sony,Online_Communities,0.19371364,Google,Sony
IBM Rational Automation Framework,Sega,Computers_and_Electronics,0.12894502,IBM,Sega
iPhone 8 Plus,Nissan,Computers_and_Electronics,0.17664199,Apple,Nissan
Wellington and Manawatu Railway Company,Berlin,Travel_and_Transportation,0.13405658,Wellington,Berlin
Canada,Netherlands,Jobs_and_Education,0.56385666,Canada,Belgium
Boeing 717,Honda,Business_and_Industrial,0.33059013,Boeing,Honda
Sky Sports F1,BBC,Sports,0.3124677,Sky,BBC
Dodge EV,Nokia,Autos_and_Vehicles,0.07088138,Dodge,Nokia
Ferrari F2012,Fiat,Autos_and_Vehicles,0.5009097,Ferrari,Fiat
Windows 3.1,Sega,Computers_and_Electronics,0.13584153,Microsoft,Sega
Windows 98,Sony,Computers_and_Electronics,0.26289678,Microsoft,Sony
Protected Buildings Register in Finland ID,Russia,Law_and_Government,0.11277518,Finland,Russia
Nissan S30,McLaren,Autos_and_Vehicles,0.41659063,Nissan,McLaren
ASP.NET MVC Framework,IBM,Computers_and_Electronics,0.013350297,Microsoft,Microsoft
IEC Dictionary of the Catalan Language,French,Jobs_and_Education,0.26790044,Catalan,French
Australian Broadcasting Corporation,Seattle,News,0.28451356,Sydney,Seattle
Chevrolet El Camino (3rd generation),Toyota,Autos_and_Vehicles,0.3360629,Chevrolet,Toyota
Windows Embedded Compact,Intel,Computers_and_Electronics,0.19296604,Microsoft,Intel
Sony Alpha 99,Fiat,Computers_and_Electronics,0.25168917,Sony,Fiat
Barry Bonds,basketball,Sports,0.27284062,baseball,baseball
Airbus A321,Renault,Autos_and_Vehicles,0.27384076,Airbus,Renault
Giuliano Vassalli,Denmark,Law_and_Government,0.21848744,Italy,Denmark
Seemabaddha,Philippines,Business_and_Industrial,0.28491196,India,Philippines
Nissan Skyline GT-R,IBM,Autos_and_Vehicles,0.21074551,Nissan,IBM
BMW M30,Iran,Autos_and_Vehicles,0.14125994,BMW,Iran
Rasul Gamzatov,Norway,Law_and_Government,0.21236423,Russia,Norway
IBM Lotus Web Content Management,Google,Computers_and_Electronics,0.14035466,IBM,Google
BMW N47,Toyota,Autos_and_Vehicles,0.4781244,BMW,Toyota
Montesquieu,Georgian,Jobs_and_Education,0.20396823,French,Georgian
Adobe Premiere Pro,Apple,Computers_and_Electronics,0.22961834,Adobe,Apple
Ichiro Suzuki,Norway,Sports,0.19044188,Japan,Norway
Studs Terkel,Philadelphia,Sensitive_Subjects,0.08503039,Chicago,Philadelphia
Toyota Camry TS-01,BMW,Autos_and_Vehicles,0.37197393,Toyota,BMW
Nissan Rogue,Fiat,Autos_and_Vehicles,0.4623881,Nissan,Fiat
Microsoft Silverlight,IBM,Computers_and_Electronics,0.31043762,Microsoft,Microsoft
Frederick VII of Denmark,Italy,News,0.24869683,Denmark,Italy
Bleach: Hell Verse,Sweden,Arts_and_Entertainment,0.025105165,Japan,Sweden
Volvo 300 Series,BMW,Autos_and_Vehicles,0.4921572,Volvo,BMW
Buenos Aires,Japan,Business_and_Industrial,0.41811278,Argentina,Japan
Sarvepalli Radhakrishnan,Iran,People_and_Society,0.19664565,India,Iran
BMW M67,Chevrolet,Autos_and_Vehicles,0.4954127,BMW,Chevrolet
Ireland,India,Business_and_Industrial,0.5797293,Ireland,India
"Camille d'Hostun, duc de Tallard",Idaho,Sensitive_Subjects,0.100160964,Paris,Idaho
Toyota Corolla Spacio,Volvo,Autos_and_Vehicles,0.3597942,Toyota,Volvo
Stockholm County,Beirut,Law_and_Government,0.26662076,Stockholm,Beirut
Chittoor district,Iraq,Jobs_and_Education,0.24609114,India,Iraq
Windows 2000,Intel,Computers_and_Electronics,0.26911673,Microsoft,Microsoft
Chrysler LeBaron GTS,Nissan,Autos_and_Vehicles,0.47469658,Chrysler,Nissan
BMW N57,Honda,Autos_and_Vehicles,0.49645895,BMW,Honda
Ferrari 348,Cadillac,Autos_and_Vehicles,0.5021235,Ferrari,Cadillac
Renault 12,Volvo,Autos_and_Vehicles,0.55458987,Renault,Volvo
Gurren Lagann,Italy,Arts_and_Entertainment,0.19917317,Japan,Italy
Seoul Women's University,Rome,Jobs_and_Education,0.25360084,Seoul,Rome
BMW M3 DTM,Renault,Autos_and_Vehicles,0.3940724,BMW,Renault
Shigeru Miyamoto,France,Arts_and_Entertainment,0.12096475,Japan,France
Suzuki Lapin,Nissan,Autos_and_Vehicles,0.35766816,Suzuki,Nissan
Nokia 6600 slide,Dodge,Computers_and_Electronics,-0.014228758,Nokia,Dodge
Nissan Xterra,Honda,Autos_and_Vehicles,0.46380377,Nissan,Honda
Nintendo 3DS,Adobe,Computers_and_Electronics,0.33660668,Nintendo,Adobe
Windows Embedded Compact,Google,Computers_and_Electronics,0.04593671,Microsoft,Google
Classical Athens,Berlin,Travel_and_Transportation,0.27162525,Athens,Berlin
Xenix,Apple,Business_and_Industrial,0.34618506,Microsoft,Apple
BMW N57,Porsche,Autos_and_Vehicles,0.51903135,BMW,Porsche
Renault 4,Chevrolet,Autos_and_Vehicles,0.48342472,Renault,Chevrolet
Fiat 2B,Nissan,Autos_and_Vehicles,0.5001546,Fiat,Nissan
Cadillac XLR,Fiat,Autos_and_Vehicles,0.39637148,Cadillac,Fiat
Spain under the Restoration,Delhi,Law_and_Government,0.0021917056,Madrid,Delhi
BMW N55,Sony,Autos_and_Vehicles,0.2747342,BMW,Sony
BMW N53,Fiat,Autos_and_Vehicles,0.36120862,BMW,Fiat
S. B. Rao,Sheffield,People_and_Society,0.19317982,India,Sheffield
Honda NSR500V,Dodge,Autos_and_Vehicles,0.31828013,Honda,Dodge
Nissan Livina,Chevrolet,Autos_and_Vehicles,0.5621763,Nissan,Chevrolet
Wii,Honda,Computers_and_Electronics,0.18904403,Nintendo,Honda
Gmail,Germany,Internet_and_Telecom,0.21622328,Google,Germany
BMW IIIa,Renault,Autos_and_Vehicles,0.45462883,BMW,Renault
Villava-Atarrabia,English,Jobs_and_Education,0.21146178,Spanish,Spanish
Wii,Apple,Computers_and_Electronics,0.39769349,Nintendo,Apple
Fiat Zic,Honda,Autos_and_Vehicles,0.5012213,Fiat,Honda
Jeep Forward Control,Toyota,Autos_and_Vehicles,0.22267026,Jeep,Toyota
The Legend of Zelda.,Intel,Games,0.18184781,Nintendo,Intel
Renault 19,Cadillac,Autos_and_Vehicles,0.42220792,Renault,Cadillac
Nissan Almera Tino,Microsoft,Autos_and_Vehicles,0.15433231,Nissan,Microsoft
Industrial and Commercial Bank of China,Edmonton,Business_and_Industrial,0.06196874,Beijing,Edmonton
Boeing B-29 Superfortress,Ferrari,Business_and_Industrial,0.22114764,Boeing,Ferrari
IBM Office/36,Nintendo,Computers_and_Electronics,0.22162834,IBM,Nintendo
Tetsurō Oda,Barcelona,Arts_and_Entertainment,0.12060179,Tokyo,Barcelona
Nissan Skyline GT-R,Nintendo,Autos_and_Vehicles,0.21080777,Nissan,Nintendo
Nissan Titan,BMW,Autos_and_Vehicles,0.3754605,Nissan,BMW
Fiat Panorama,Nokia,Autos_and_Vehicles,0.19688442,Fiat,Nokia
Serbia,Finnish,Jobs_and_Education,0.49397781,Serbian,Finnish
Adobe Creative Suite,Microsoft,Computers_and_Electronics,0.40523317,Adobe,Microsoft
University of Edinburgh Queen's Medical Research Institute,Stockholm,Jobs_and_Education,0.26445308,Edinburgh,Stockholm
Suzuki Escudo,Airbus,Autos_and_Vehicles,0.29311055,Suzuki,Airbus
Duchy of Milan,Baghdad,Law_and_Government,0.24003555,Milan,Baghdad
Google Web Toolkit,IBM,Computers_and_Electronics,0.18213058,Google,IBM
Renault 7,Mercury,Autos_and_Vehicles,0.28299025,Renault,Mercury
Chevrolet Constantia,Ferrari,Autos_and_Vehicles,0.40888327,Chevrolet,Ferrari
BMW N47,Nissan,Autos_and_Vehicles,0.52326465,BMW,Nissan
South Africa,Europe,People_and_Society,0.5299681,Africa,Europe
Innocent VIII,Bath,News,0.18004681,Rome,Bath
German Democratic Republic,Italian,Law_and_Government,0.2792202,German,Italian
Nokia 6700 slide,Toyota,Computers_and_Electronics,0.070960104,Nokia,Toyota
Honda Aviator,Chevrolet,Autos_and_Vehicles,0.43191695,Honda,Chevrolet
Fiat 24-32 HP,Chevrolet,Autos_and_Vehicles,0.38589457,Fiat,Chevrolet
BMW N62,Toyota,Autos_and_Vehicles,0.44668558,BMW,Toyota
Toyota Vitz,Chevrolet,Autos_and_Vehicles,0.59217745,Toyota,Chevrolet
Google Data Studio,Yahoo,Computers_and_Electronics,0.2973223,Google,Yahoo
Windows 3.0,Google,Computers_and_Electronics,0.10002259,Microsoft,Microsoft
ASP.NET MVC Framework,Google,Computers_and_Electronics,0.037758328,Microsoft,Google
Apple Pro Mouse,Adobe,Computers_and_Electronics,0.31950045,Apple,Adobe
Nokia Lumia 720,Apple,Internet_and_Telecom,0.26662156,Nokia,Apple
BMW M3,Nokia,Autos_and_Vehicles,0.21116696,BMW,Nokia
Microsoft HoloLens,Nissan,Computers_and_Electronics,0.14123335,Microsoft,Microsoft
Mahasweta Devi,Italy,People_and_Society,0.08145541,India,Italy
Honda CB1100R,Nintendo,Autos_and_Vehicles,0.12898594,Honda,Nintendo
Nissan 1400,Mercury,Autos_and_Vehicles,0.31010348,Nissan,Mercury
Nokia Asha 206,Apple,Computers_and_Electronics,0.32914877,Nokia,Apple
Honda 70,Nintendo,Autos_and_Vehicles,0.09360019,Honda,Nintendo
Guru Dutt,England,Arts_and_Entertainment,0.08105365,India,England
Cadillac CTS,Douglas,Autos_and_Vehicles,0.21171385,Cadillac,Douglas
Bentley Turbo R,Toyota,Autos_and_Vehicles,0.4232926,Bentley,Toyota
Boeing 757,Samsung,Autos_and_Vehicles,0.23796587,Boeing,Samsung
Sony Alpha 57,Suzuki,Computers_and_Electronics,0.2368331,Sony,Suzuki
IBM System/360 Model 67,Apple,Computers_and_Electronics,0.12512375,IBM,Apple
Gerhard Krahmer,London,Arts_and_Entertainment,0.16077176,Germany,London
Google Workspace,Apple,Computers_and_Electronics,0.12699413,Google,Apple
Nissan S30,Suzuki,Autos_and_Vehicles,0.39677742,Nissan,Suzuki
Georges Braque,Stockholm,Arts_and_Entertainment,0.1274242,Rome,Stockholm
Suzuki Wagon R,Honda,Autos_and_Vehicles,0.62074697,Suzuki,Honda
Industrial Development Bank of India,Dublin,Finance,0.18278843,Mumbai,Dublin
Nintendo Entertainment System,Apple,Computers_and_Electronics,0.3690155,Nintendo,Apple
Nissan Xterra,Nintendo,Autos_and_Vehicles,0.14930502,Nissan,Nintendo
Sydney Airport,Canada,Travel_and_Transportation,0.18721752,Australia,Canada
Anna Kournikova,Bristol,Sports,0.034057748,Moscow,Bristol
Dodge Charger,BMW,Autos_and_Vehicles,0.37973884,Dodge,BMW
Prince Rupert of the Rhine,Leicester,Law_and_Government,0.24789149,London,Leicester
Senkichi Taniguchi,Ireland,Law_and_Government,0.18438655,Japan,Ireland
Shaquille O'Neal,soccer,Sports,0.23664276,basketball,soccer
Sarvepalli Radhakrishnan,Finland,People_and_Society,0.21480918,India,Finland
Henri Moissan,Dresden,Sensitive_Subjects,0.24556363,Paris,Dresden
Zeitschrift fuer Bibliothekswesen und Bibliographie,Finnish,People_and_Society,0.098393604,German,Finnish
Zakir Hussain,Albania,People_and_Society,0.24911714,India,Albania
United Kingdom,Russian,Jobs_and_Education,0.28540868,English,Russian
Renault Clio,Nintendo,Autos_and_Vehicles,0.235671,Renault,Nintendo
Yahoo! GeoCities,Pennsylvania,Internet_and_Telecom,0.1809988,Yahoo,Yahoo
iPhone XS Max,Chevrolet,Computers_and_Electronics,0.13489565,Apple,Chevrolet
CBS Telenoticias,Ukraine,News,0.15943454,CBS,Ukraine
Masashi Kishimoto,Canada,Arts_and_Entertainment,0.09773214,Japan,Canada
Nintendo GameCube,Ferrari,Computers_and_Electronics,0.2370815,Nintendo,Ferrari
BMW N62,Renault,Autos_and_Vehicles,0.48412144,BMW,Renault
Renault 18,Chrysler,Autos_and_Vehicles,0.44912964,Renault,Chrysler
Fiat 510,Renault,Autos_and_Vehicles,0.5763161,Fiat,Renault
Toyota Yaris,Suzuki,Autos_and_Vehicles,0.4497194,Toyota,Suzuki
Toyota Corolla Spacio,Chevrolet,Autos_and_Vehicles,0.436394,Toyota,Chevrolet
Apple HD SC Setup,Adobe,Computers_and_Electronics,0.089855954,Apple,Adobe
Mahasweta Devi,Philippines,People_and_Society,0.31539896,India,Philippines
Boeing 737-100,Google,Autos_and_Vehicles,0.102057435,Boeing,Google
Chinese Academy of Sciences,Melbourne,Science,0.18539366,Beijing,Melbourne
Nissan Rogue,Fiat,Autos_and_Vehicles,0.4623881,Nissan,Fiat
Windows Embedded Compact,Sega,Computers_and_Electronics,0.093659766,Microsoft,Sega
Windows 2000,Apple,Computers_and_Electronics,0.22154683,Microsoft,Apple
Nissan R391,Douglas,Autos_and_Vehicles,0.1458445,Nissan,Douglas
Honda Aviator,Renault,Autos_and_Vehicles,0.43595904,Honda,Renault
Home Office,Mumbai,Business_and_Industrial,0.26908943,London,Mumbai
IBM Rational ClearQuest,Microsoft,Computers_and_Electronics,0.23234248,IBM,Microsoft
BMW N62,Fiat,Autos_and_Vehicles,0.39250848,BMW,Fiat
