subject,target_true,domain,similarity,target_new,prediction
Le Ventre de Paris,French,Arts_and_Entertainment,0.49744132,Dutch,French
Fiat 522,Fiat,Autos_and_Vehicles,0.7988572,Ferrari,Ferrari
Renault 14,Renault,Autos_and_Vehicles,0.8750398,Chevrolet,Chevrolet
Boeing 747,Boeing,Autos_and_Vehicles,0.8047471,IBM,IBM
Porsche 959,Porsche,Autos_and_Vehicles,0.7979906,Dodge,Dodge
Moskovskij Komsomolets,Russian,Arts_and_Entertainment,0.2751267,Chinese,Russian
Nokia 7270,Nokia,Computers_and_Electronics,0.7712946,Triumph,Triumph
BMW N74,BMW,Autos_and_Vehicles,0.75841725,Dodge,Dodge
Chrysler Laser,Chrysler,Autos_and_Vehicles,0.62629795,Nissan,Nissan
Chevrolet AK-Series,Chevrolet,Autos_and_Vehicles,0.6124195,Porsche,Porsche
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Triumph,Triumph
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Triumph,Triumph
Nokia Asha 206,Nokia,Computers_and_Electronics,0.74223197,Porsche,Porsche
Toyota Harrier,Toyota,Autos_and_Vehicles,0.71718156,Nokia,Nokia
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Norway,Norway
Tsinghua University,Beijing,Jobs_and_Education,0.3635264,Atlanta,Atlanta
Honda NSR75,Honda,Autos_and_Vehicles,0.6752424,Toyota,Toyota
Kingdom of Dublin,Dublin,Law_and_Government,0.78539795,Cairo,Cairo
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,Sony,Sony
Ferrari 599 GTB Fiorano,Ferrari,Autos_and_Vehicles,0.7488034,Bentley,Bentley
IBM RPG III,IBM,Computers_and_Electronics,0.6208813,Google,Google
Chevrolet Camaro,Chevrolet,Autos_and_Vehicles,0.78575325,Honda,Honda
Chevrolet El Camino (3rd generation),Chevrolet,Autos_and_Vehicles,0.54253423,Dodge,Dodge
BMW N52,BMW,Autos_and_Vehicles,0.802217,Dodge,Dodge
Honda CB650SC,Honda,Autos_and_Vehicles,0.5867445,Nokia,Nokia
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Yahoo,Yahoo
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,Sega,Sega
Alexander Suvorov,Moscow,News,0.28685623,London,London
Windows 10 Mobile,Microsoft,Computers_and_Electronics,0.29652065,Nissan,Nissan
Theresa May,London,News,0.30942512,Paris,Paris
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Nissan,Nissan
Fiat Viaggio,Fiat,Autos_and_Vehicles,0.6938572,Chevrolet,Chevrolet
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Nintendo,Nintendo
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Amazon,Microsoft
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Adobe,Adobe
Google Workspace,Google,Computers_and_Electronics,0.35278428,Microsoft,Microsoft
Lata Mangeshkar,India,Arts_and_Entertainment,0.30426604,Iran,Iran
Google Chrome,Google,Computers_and_Electronics,0.5333756,IBM,IBM
Fiat 10 HP,Fiat,Autos_and_Vehicles,0.7012785,Suzuki,Suzuki
Honda SFX,Honda,Autos_and_Vehicles,0.71327513,Ferrari,Ferrari
BMW M6,BMW,Autos_and_Vehicles,0.79534113,Dodge,Dodge
Renault 8,Renault,Autos_and_Vehicles,0.88893455,Fiat,Fiat
Rajneesh,India,People_and_Society,0.39922905,Singapore,Singapore
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Sony,Sony
IBM WebSphere Process Server,IBM,Computers_and_Electronics,0.5390426,Adobe,Adobe
Porsche 944,Porsche,Autos_and_Vehicles,0.804173,Douglas,Douglas
Fiat 2B,Fiat,Autos_and_Vehicles,0.83171093,Jeep,Jeep
Honda 70,Honda,Autos_and_Vehicles,0.8059524,Google,Google
Nissan Primera P12,Nissan,Autos_and_Vehicles,0.5483972,BMW,BMW
Nokia 6130,Nokia,Computers_and_Electronics,0.78996027,Honda,Nokia
Ferrari 360,Ferrari,Autos_and_Vehicles,0.8259815,Toyota,Toyota
Renault 5,Renault,Autos_and_Vehicles,0.88950044,Honda,Honda
HSBC Bank Australia,Sydney,Finance,0.35944,Sheffield,Sydney
Sony,Japan,Computers_and_Electronics,0.3466978,Italy,Italy
Cadillac ATS,Cadillac,Autos_and_Vehicles,0.8034841,Toyota,Toyota
Adelaide River,Australia,Business_and_Industrial,0.4492364,Sweden,Sweden
Les Rougon-Macquart,France,Business_and_Industrial,0.36579818,Netherlands,Netherlands
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Porsche,Porsche
Fiat 522,Fiat,Autos_and_Vehicles,0.7988572,Toyota,Toyota
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Nintendo,Nintendo
Krzysztof Kieślowski,Poland,Arts_and_Entertainment,0.55664235,Germany,Germany
Fiat Brevetti,Fiat,Autos_and_Vehicles,0.77260566,Honda,Honda
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Google,Google
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,IBM,IBM
Miyagi Prefecture,Japan,Jobs_and_Education,0.5376949,India,India
Fiat Panorama,Fiat,Autos_and_Vehicles,0.6893531,Porsche,Porsche
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Intel,Intel
United Nations Commission on Human Rights,Geneva,Law_and_Government,0.2155683,Glasgow,Glasgow
Renault Clio,Renault,Autos_and_Vehicles,0.77707523,Nokia,Nokia
Review of Philosophy and Psychology,psychology,Jobs_and_Education,0.62697303,sociology,sociology
Aleksandr Solzhenitsyn,Russia,Arts_and_Entertainment,0.36007056,Canada,Canada
Budapest,Hungary,Business_and_Industrial,0.75103545,Ukraine,Ukraine
Greek Orthodox Metropolis of Boston,Boston,People_and_Society,0.60388815,Chicago,Chicago
Boeing B-29 Superfortress,Boeing,Business_and_Industrial,0.58655715,IBM,IBM
Royal Astronomical Society,London,Science,0.25336134,Geneva,Geneva
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Toyota,Toyota
Nissan Almera Tino,Nissan,Autos_and_Vehicles,0.6478131,Honda,Honda
Adam Smith,economics,Sports,0.13815299,anatomy,anatomy
Konami,Japan,Games,0.4582684,Egypt,Egypt
Adobe GoLive,Adobe,Computers_and_Electronics,0.7348007,Microsoft,Microsoft
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Nintendo,Nintendo
Honda CB1100R,Honda,Autos_and_Vehicles,0.63139653,Nokia,Nokia
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,Amazon,Amazon
1986 Austrian Grand Prix,Austria,Sports,0.48140246,Germany,Germany
The Sopranos,HBO,Arts_and_Entertainment,0.5114299,CBS,CBS
Zeitschrift fuer Psychosomatische Medizin und Psychotherapie,German,Health,0.21565388,Spanish,Spanish
Amazon Elastic Compute Cloud,Amazon,Computers_and_Electronics,0.41280112,Microsoft,Microsoft
Sony Alpha 77,Sony,Computers_and_Electronics,0.79342544,Apple,Apple
Svetlana Savitskaya,Moscow,Arts_and_Entertainment,0.41284716,Stockholm,Stockholm
L'avaro,Italy,Arts_and_Entertainment,0.17780805,Hungary,Hungary
Belgium,Belgium,Business_and_Industrial,0.99999994,Norway,Norway
Microsoft Band 2,Microsoft,Computers_and_Electronics,0.53056765,Nissan,Nissan
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Nintendo,Nintendo
Warangal District,India,Jobs_and_Education,0.30201182,Russia,Russia
Ferrari 400,Ferrari,Autos_and_Vehicles,0.83072746,Fiat,Fiat
Honda CB1100R,Honda,Autos_and_Vehicles,0.63139653,BMW,BMW
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,IBM,Microsoft
Dodge EV,Dodge,Autos_and_Vehicles,0.813038,Nissan,Nissan
Nokia 6130,Nokia,Computers_and_Electronics,0.78996027,Chevrolet,Chevrolet
Boeing 717,Boeing,Business_and_Industrial,0.7442764,Nissan,Nissan
Argentina,Argentina,Business_and_Industrial,1.0,Canada,Canada
Maria Semyonova,Russia,Law_and_Government,0.19692084,France,France
Donkey Kong Jr.,Nintendo,Games,0.45095825,Apple,Apple
Google Play,Google,Internet_and_Telecom,0.4966762,Amazon,Amazon
Alexander Riazantsev,Moscow,Arts_and_Entertainment,0.35767162,Birmingham,Birmingham
GO Transit,Toronto,Travel_and_Transportation,0.25869167,Vancouver,Vancouver
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Suzuki,Suzuki
Nokia Lumia 720,Nokia,Internet_and_Telecom,0.7363471,Triumph,Triumph
Australia,English,Jobs_and_Education,0.43693918,Indonesian,Indonesian
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Cadillac,Cadillac
iPod Touch,Apple,Computers_and_Electronics,0.643659,Porsche,Porsche
Nokia 6600 slide,Nokia,Computers_and_Electronics,0.56505746,Porsche,Porsche
Akira Kurosawa,Japan,Arts_and_Entertainment,0.38350233,Philippines,Philippines
Ascoli Piceno,Italy,Business_and_Industrial,0.2859463,Turkey,Turkey
Częstochowa,Polish,Jobs_and_Education,0.48835176,English,Polish
East Godavari district,India,Jobs_and_Education,0.41092712,Iran,Iran
Mitsubishi A6M Zero,Japan,Autos_and_Vehicles,0.28725454,Russia,Russia
Toyota AD engine,Toyota,Autos_and_Vehicles,0.59926945,Nokia,Nokia
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Italy,Italy
Nokia X2-02,Nokia,Computers_and_Electronics,0.74945444,Honda,Nokia
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,Amazon,Amazon
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Microsoft,Microsoft
Norwegian Centre for Violence and Traumatic Stress Studies,Oslo,Health,0.4446366,Paris,Paris
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,Sega,Sega
Adobe Flash Player,Adobe,Computers_and_Electronics,0.6321916,Google,Google
Sega Dreamcast,Sega,Computers_and_Electronics,0.73844767,Apple,Apple
Shin Hae Chul,Seoul,Arts_and_Entertainment,0.28113547,Bangkok,Bangkok
Canadian Register of Historic Places ID,Canada,Travel_and_Transportation,0.34095973,Slovenia,Slovenia
HBO Go,HBO,Arts_and_Entertainment,0.847829,Sega,Sega
Kasuga,Japan,Jobs_and_Education,0.42583913,Sweden,Sweden
BMW N57,BMW,Autos_and_Vehicles,0.814489,Triumph,Triumph
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,IBM,IBM
Volvo 200 Series,Volvo,Autos_and_Vehicles,0.82308793,Chrysler,Chrysler
NBC Nightly News,NBC,News,0.708274,CNN,CNN
BMW N53,BMW,Autos_and_Vehicles,0.760483,Ferrari,Ferrari
Ferrari F40,Ferrari,Autos_and_Vehicles,0.8088397,Boeing,Boeing
Hirak Rajar Deshe,India,Business_and_Industrial,0.19630474,Philippines,Philippines
Omar Khayyám,Islam,Arts_and_Entertainment,0.278439,Christianity,Islam
Google Earth,Google,Online_Communities,0.5337247,Sony,Sony
IBM Rational Automation Framework,IBM,Computers_and_Electronics,0.49653086,Sega,Sega
iPhone 8 Plus,Apple,Computers_and_Electronics,0.4889032,Nissan,Nissan
Wellington and Manawatu Railway Company,Wellington,Travel_and_Transportation,0.6480106,Berlin,Berlin
Canada,Canada,Jobs_and_Education,0.99999994,Netherlands,Belgium
Boeing 717,Boeing,Business_and_Industrial,0.7442764,Honda,Honda
Sky Sports F1,Sky,Sports,0.5466136,BBC,BBC
Dodge EV,Dodge,Autos_and_Vehicles,0.813038,Nokia,Nokia
Ferrari F2012,Ferrari,Autos_and_Vehicles,0.82301086,Fiat,Fiat
Windows 3.1,Microsoft,Computers_and_Electronics,0.40846783,Sega,Sega
Windows 98,Microsoft,Computers_and_Electronics,0.4726273,Sony,Sony
Protected Buildings Register in Finland ID,Finland,Law_and_Government,0.3933313,Russia,Russia
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,McLaren,McLaren
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,IBM,Microsoft
IEC Dictionary of the Catalan Language,Catalan,Jobs_and_Education,0.59972477,French,French
Australian Broadcasting Corporation,Sydney,News,0.5261316,Seattle,Seattle
Chevrolet El Camino (3rd generation),Chevrolet,Autos_and_Vehicles,0.54253423,Toyota,Toyota
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,Intel,Intel
Sony Alpha 99,Sony,Computers_and_Electronics,0.78806275,Fiat,Fiat
Barry Bonds,baseball,Sports,0.5091983,basketball,baseball
Airbus A321,Airbus,Autos_and_Vehicles,0.7222347,Renault,Renault
Giuliano Vassalli,Italy,Law_and_Government,0.34132808,Denmark,Denmark
Seemabaddha,India,Business_and_Industrial,0.35926947,Philippines,Philippines
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,IBM,IBM
BMW M30,BMW,Autos_and_Vehicles,0.7986838,Iran,Iran
Rasul Gamzatov,Russia,Law_and_Government,0.3135854,Norway,Norway
IBM Lotus Web Content Management,IBM,Computers_and_Electronics,0.48282653,Google,Google
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Toyota,Toyota
Montesquieu,French,Jobs_and_Education,0.38263217,Georgian,Georgian
Adobe Premiere Pro,Adobe,Computers_and_Electronics,0.6367276,Apple,Apple
Ichiro Suzuki,Japan,Sports,0.36991066,Norway,Norway
Studs Terkel,Chicago,Sensitive_Subjects,0.11792586,Philadelphia,Philadelphia
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,BMW,BMW
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Fiat,Fiat
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,IBM,Microsoft
Frederick VII of Denmark,Denmark,News,0.6402304,Italy,Italy
Bleach: Hell Verse,Japan,Arts_and_Entertainment,0.08971277,Sweden,Sweden
Volvo 300 Series,Volvo,Autos_and_Vehicles,0.8250847,BMW,BMW
Buenos Aires,Argentina,Business_and_Industrial,0.73297596,Japan,Japan
Sarvepalli Radhakrishnan,India,People_and_Society,0.3561631,Iran,Iran
BMW M67,BMW,Autos_and_Vehicles,0.7653881,Chevrolet,Chevrolet
Ireland,Ireland,Business_and_Industrial,1.0,India,India
"Camille d'Hostun, duc de Tallard",Paris,Sensitive_Subjects,0.3450105,Idaho,Idaho
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Volvo,Volvo
Stockholm County,Stockholm,Law_and_Government,0.78675795,Beirut,Beirut
Chittoor district,India,Jobs_and_Education,0.33105898,Iraq,Iraq
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Intel,Microsoft
Chrysler LeBaron GTS,Chrysler,Autos_and_Vehicles,0.6466996,Nissan,Nissan
BMW N57,BMW,Autos_and_Vehicles,0.814489,Honda,Honda
Ferrari 348,Ferrari,Autos_and_Vehicles,0.84414446,Cadillac,Cadillac
Renault 12,Renault,Autos_and_Vehicles,0.8983678,Volvo,Volvo
Gurren Lagann,Japan,Arts_and_Entertainment,0.2220208,Italy,Italy
Seoul Women's University,Seoul,Jobs_and_Education,0.66698253,Rome,Rome
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Renault,Renault
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,France,France
Suzuki Lapin,Suzuki,Autos_and_Vehicles,0.7925144,Nissan,Nissan
Nokia 6600 slide,Nokia,Computers_and_Electronics,0.56505746,Dodge,Dodge
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,Honda,Honda
Nintendo 3DS,Nintendo,Computers_and_Electronics,0.7157253,Adobe,Adobe
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,Google,Google
Classical Athens,Athens,Travel_and_Transportation,0.8072765,Berlin,Berlin
Xenix,Microsoft,Business_and_Industrial,0.3334934,Apple,Apple
BMW N57,BMW,Autos_and_Vehicles,0.814489,Porsche,Porsche
Renault 4,Renault,Autos_and_Vehicles,0.8747053,Chevrolet,Chevrolet
Fiat 2B,Fiat,Autos_and_Vehicles,0.83171093,Nissan,Nissan
Cadillac XLR,Cadillac,Autos_and_Vehicles,0.72789085,Fiat,Fiat
Spain under the Restoration,Madrid,Law_and_Government,0.49047327,Delhi,Delhi
BMW N55,BMW,Autos_and_Vehicles,0.79872805,Sony,Sony
BMW N53,BMW,Autos_and_Vehicles,0.760483,Fiat,Fiat
S. B. Rao,India,People_and_Society,0.37552893,Sheffield,Sheffield
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Dodge,Dodge
Nissan Livina,Nissan,Autos_and_Vehicles,0.75592816,Chevrolet,Chevrolet
Wii,Nintendo,Computers_and_Electronics,0.76352894,Honda,Honda
Gmail,Google,Internet_and_Telecom,0.46826535,Germany,Germany
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Renault,Renault
Villava-Atarrabia,Spanish,Jobs_and_Education,0.35557592,English,Spanish
Wii,Nintendo,Computers_and_Electronics,0.76352894,Apple,Apple
Fiat Zic,Fiat,Autos_and_Vehicles,0.8073771,Honda,Honda
Jeep Forward Control,Jeep,Autos_and_Vehicles,0.58676946,Toyota,Toyota
The Legend of Zelda.,Nintendo,Games,0.5132899,Intel,Intel
Renault 19,Renault,Autos_and_Vehicles,0.8848273,Cadillac,Cadillac
Nissan Almera Tino,Nissan,Autos_and_Vehicles,0.6478131,Microsoft,Microsoft
Industrial and Commercial Bank of China,Beijing,Business_and_Industrial,0.40875345,Edmonton,Edmonton
Boeing B-29 Superfortress,Boeing,Business_and_Industrial,0.58655715,Ferrari,Ferrari
IBM Office/36,IBM,Computers_and_Electronics,0.7249369,Nintendo,Nintendo
Tetsurō Oda,Tokyo,Arts_and_Entertainment,0.37594327,Barcelona,Barcelona
Nissan Skyline GT-R,Nissan,Autos_and_Vehicles,0.6498004,Nintendo,Nintendo
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,BMW,BMW
Fiat Panorama,Fiat,Autos_and_Vehicles,0.6893531,Nokia,Nokia
Serbia,Serbian,Jobs_and_Education,0.82805836,Finnish,Finnish
Adobe Creative Suite,Adobe,Computers_and_Electronics,0.77571785,Microsoft,Microsoft
University of Edinburgh Queen's Medical Research Institute,Edinburgh,Jobs_and_Education,0.5091292,Stockholm,Stockholm
Suzuki Escudo,Suzuki,Autos_and_Vehicles,0.7512008,Airbus,Airbus
Duchy of Milan,Milan,Law_and_Government,0.71086717,Baghdad,Baghdad
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,IBM,IBM
Renault 7,Renault,Autos_and_Vehicles,0.88926685,Mercury,Mercury
Chevrolet Constantia,Chevrolet,Autos_and_Vehicles,0.69490635,Ferrari,Ferrari
BMW N47,BMW,Autos_and_Vehicles,0.82539415,Nissan,Nissan
South Africa,Africa,People_and_Society,0.86899436,Europe,Europe
Innocent VIII,Rome,News,0.25317794,Bath,Bath
German Democratic Republic,German,Law_and_Government,0.5959703,Italian,Italian
Nokia 6700 slide,Nokia,Computers_and_Electronics,0.6064953,Toyota,Toyota
Honda Aviator,Honda,Autos_and_Vehicles,0.6924135,Chevrolet,Chevrolet
Fiat 24-32 HP,Fiat,Autos_and_Vehicles,0.6499034,Chevrolet,Chevrolet
BMW N62,BMW,Autos_and_Vehicles,0.792593,Toyota,Toyota
Toyota Vitz,Toyota,Autos_and_Vehicles,0.75488317,Chevrolet,Chevrolet
Google Data Studio,Google,Computers_and_Electronics,0.40351307,Yahoo,Yahoo
Windows 3.0,Microsoft,Computers_and_Electronics,0.40877134,Google,Microsoft
ASP.NET MVC Framework,Microsoft,Computers_and_Electronics,0.20650701,Google,Google
Apple Pro Mouse,Apple,Computers_and_Electronics,0.5310637,Adobe,Adobe
Nokia Lumia 720,Nokia,Internet_and_Telecom,0.7363471,Apple,Apple
BMW M3,BMW,Autos_and_Vehicles,0.85206366,Nokia,Nokia
Microsoft HoloLens,Microsoft,Computers_and_Electronics,0.6367775,Nissan,Microsoft
Mahasweta Devi,India,People_and_Society,0.40331787,Italy,Italy
Honda CB1100R,Honda,Autos_and_Vehicles,0.63139653,Nintendo,Nintendo
Nissan 1400,Nissan,Autos_and_Vehicles,0.77447844,Mercury,Mercury
Nokia Asha 206,Nokia,Computers_and_Electronics,0.74223197,Apple,Apple
Honda 70,Honda,Autos_and_Vehicles,0.8059524,Nintendo,Nintendo
Guru Dutt,India,Arts_and_Entertainment,0.27026534,England,England
Cadillac CTS,Cadillac,Autos_and_Vehicles,0.7783518,Douglas,Douglas
Bentley Turbo R,Bentley,Autos_and_Vehicles,0.75093937,Toyota,Toyota
Boeing 757,Boeing,Autos_and_Vehicles,0.7565596,Samsung,Samsung
Sony Alpha 57,Sony,Computers_and_Electronics,0.78107333,Suzuki,Suzuki
IBM System/360 Model 67,IBM,Computers_and_Electronics,0.5727643,Apple,Apple
Gerhard Krahmer,Germany,Arts_and_Entertainment,0.33686757,London,London
Google Workspace,Google,Computers_and_Electronics,0.35278428,Apple,Apple
Nissan S30,Nissan,Autos_and_Vehicles,0.6915943,Suzuki,Suzuki
Georges Braque,Rome,Arts_and_Entertainment,0.16683784,Stockholm,Stockholm
Suzuki Wagon R,Suzuki,Autos_and_Vehicles,0.8001274,Honda,Honda
Industrial Development Bank of India,Mumbai,Finance,0.3613119,Dublin,Dublin
Nintendo Entertainment System,Nintendo,Computers_and_Electronics,0.7914435,Apple,Apple
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,Nintendo,Nintendo
Sydney Airport,Australia,Travel_and_Transportation,0.40975642,Canada,Canada
Anna Kournikova,Moscow,Sports,0.3645363,Bristol,Bristol
Dodge Charger,Dodge,Autos_and_Vehicles,0.7347956,BMW,BMW
Prince Rupert of the Rhine,London,Law_and_Government,0.32575113,Leicester,Leicester
Senkichi Taniguchi,Japan,Law_and_Government,0.37551755,Ireland,Ireland
Shaquille O'Neal,basketball,Sports,0.39953607,soccer,soccer
Sarvepalli Radhakrishnan,India,People_and_Society,0.3561631,Finland,Finland
Henri Moissan,Paris,Sensitive_Subjects,0.38104624,Dresden,Dresden
Zeitschrift fuer Bibliothekswesen und Bibliographie,German,People_and_Society,0.22398831,Finnish,Finnish
Zakir Hussain,India,People_and_Society,0.38148928,Albania,Albania
United Kingdom,English,Jobs_and_Education,0.489238,Russian,Russian
Renault Clio,Renault,Autos_and_Vehicles,0.77707523,Nintendo,Nintendo
Yahoo! GeoCities,Yahoo,Internet_and_Telecom,0.6168623,Pennsylvania,Yahoo
iPhone XS Max,Apple,Computers_and_Electronics,0.4279248,Chevrolet,Chevrolet
CBS Telenoticias,CBS,News,0.60153615,Ukraine,Ukraine
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Canada,Canada
Nintendo GameCube,Nintendo,Computers_and_Electronics,0.66896737,Ferrari,Ferrari
BMW N62,BMW,Autos_and_Vehicles,0.792593,Renault,Renault
Renault 18,Renault,Autos_and_Vehicles,0.8792887,Chrysler,Chrysler
Fiat 510,Fiat,Autos_and_Vehicles,0.7762414,Renault,Renault
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Suzuki,Suzuki
Toyota Corolla Spacio,Toyota,Autos_and_Vehicles,0.5938465,Chevrolet,Chevrolet
Apple HD SC Setup,Apple,Computers_and_Electronics,0.28436905,Adobe,Adobe
Mahasweta Devi,India,People_and_Society,0.40331787,Philippines,Philippines
Boeing 737-100,Boeing,Autos_and_Vehicles,0.5957722,Google,Google
Chinese Academy of Sciences,Beijing,Science,0.48763457,Melbourne,Melbourne
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Fiat,Fiat
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,Sega,Sega
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Apple,Apple
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Douglas,Douglas
Honda Aviator,Honda,Autos_and_Vehicles,0.6924135,Renault,Renault
Home Office,London,Business_and_Industrial,0.29406503,Mumbai,Mumbai
IBM Rational ClearQuest,IBM,Computers_and_Electronics,0.45973444,Microsoft,Microsoft
BMW N62,BMW,Autos_and_Vehicles,0.792593,Fiat,Fiat
Henri Moissan,Paris,Sensitive_Subjects,0.38104624,Oklahoma,Oklahoma
IBM System/34,IBM,Computers_and_Electronics,0.6707189,Nissan,Nissan
Nissan NPT-90,Nissan,Autos_and_Vehicles,0.6260925,IBM,IBM
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Australia,Australia
